,geo_value,time_value,value,sample_size,trend
1142,wv,2021-01-17,67.6676,2215.2053,33
1143,wy,2021-01-17,65.0686,573.0329,59
1144,ak,2021-01-18,69.432,668.0,54
1145,al,2021-01-18,64.852,4123.0851,43
1146,ar,2021-01-18,67.2067,2857.2393,74
1147,az,2021-01-18,74.5103,5622.7149,60
1148,ca,2021-01-18,80.6991,25985.2264,57
1149,co,2021-01-18,79.2543,4666.8085,64
1150,ct,2021-01-18,83.0225,3860.0,63
1151,dc,2021-01-18,89.6181,418.0,79
1152,de,2021-01-18,78.289,1162.0073,57
1153,fl,2021-01-18,72.0694,16617.0006,72
1154,ga,2021-01-18,65.2267,6769.9463,70
1155,hi,2021-01-18,78.7894,982.0,65
1156,ia,2021-01-18,76.2249,3482.3603,44
1157,id,2021-01-18,67.2631,1791.3962,62
1158,il,2021-01-18,77.0599,11042.9995,33
1159,in,2021-01-18,70.2986,5859.0,59
1160,ks,2021-01-18,73.8817,2838.1173,47
1161,ky,2021-01-18,69.375,4011.89,67
1162,la,2021-01-18,63.0109,3931.7377,21
1163,ma,2021-01-18,84.0101,5343.0185,14
1164,md,2021-01-18,79.7278,4371.9908,78
1165,me,2021-01-18,78.1515,2006.0,26
1166,mi,2021-01-18,73.7415,10706.0458,67
1167,mn,2021-01-18,81.3845,4282.0902,50
1168,mo,2021-01-18,69.9351,5020.1223,74
1169,ms,2021-01-18,61.0307,2645.8914,47
1170,mt,2021-01-18,72.4843,1254.213,81
1171,nc,2021-01-18,72.1191,9961.0111,82
1172,nd,2021-01-18,67.7836,655.762,29
1173,ne,2021-01-18,77.0293,1859.4,50
1174,nh,2021-01-18,79.8303,1826.0,30
1175,nj,2021-01-18,77.8568,5835.9981,58
1176,nm,2021-01-18,76.5758,2016.0916,34
1177,nv,2021-01-18,73.1888,1976.3545,73
1178,ny,2021-01-18,76.0406,13549.0005,53
1179,oh,2021-01-18,70.8846,10806.0058,51
1180,ok,2021-01-18,68.1459,3795.997,36
1181,or,2021-01-18,78.4271,4085.1744,46
1182,pa,2021-01-18,75.252,11505.0075,47
1183,ri,2021-01-18,82.2478,1088.9815,20
1184,sc,2021-01-18,67.9024,6082.0036,55
1185,sd,2021-01-18,73.7987,838.7652,55
1186,tn,2021-01-18,68.1339,5814.0806,59
1187,tx,2021-01-18,71.5762,18436.0252,63
1188,us,2021-01-18,74.3565,269220.1092,75
1189,ut,2021-01-18,77.4929,2623.3844,68
1190,va,2021-01-18,76.4479,8165.986,56
1191,vt,2021-01-18,81.3715,925.0013,29
1192,wa,2021-01-18,80.3263,6954.9689,44
1193,wi,2021-01-18,76.181,5332.9553,46
1194,wv,2021-01-18,68.6347,2210.2047,39
1195,wy,2021-01-18,62.9888,557.0486,42
1196,ak,2021-01-19,69.7761,669.0,41
1197,al,2021-01-19,65.3655,4060.0873,51
1198,ar,2021-01-19,67.0866,2816.4241,83
1199,az,2021-01-19,74.1955,5596.0918,100
1200,ca,2021-01-19,80.6818,25666.8568,69
1201,co,2021-01-19,79.3859,4628.8725,61
1202,ct,2021-01-19,82.6509,3858.0,59
1203,dc,2021-01-19,90.7925,428.0,77
1204,de,2021-01-19,77.348,1149.0073,100
1205,fl,2021-01-19,71.6521,16644.0002,81
1206,ga,2021-01-19,65.2966,6774.9438,80
1207,hi,2021-01-19,78.9286,979.0,41
1208,ia,2021-01-19,76.3701,3478.2832,31
1209,id,2021-01-19,68.1964,1787.396,23
1210,il,2021-01-19,77.0089,10974.9994,50
1211,in,2021-01-19,70.2188,5850.0,42
1212,ks,2021-01-19,73.5245,2811.1465,43
1213,ky,2021-01-19,69.5421,4037.2078,74
1214,la,2021-01-19,62.5261,3923.5532,39
1215,ma,2021-01-19,84.4695,5353.017,14
1216,md,2021-01-19,80.6054,4342.991,71
1217,me,2021-01-19,77.9486,1983.0,66
1218,mi,2021-01-19,73.9595,10715.0292,76
1219,mn,2021-01-19,81.3132,4251.2976,99
1220,mo,2021-01-19,69.8669,5002.1224,99
1221,ms,2021-01-19,61.7291,2673.3695,38
1222,mt,2021-01-19,71.8706,1253.4763,100
1223,nc,2021-01-19,72.0474,9914.0114,81
1224,nd,2021-01-19,67.3066,684.5602,42
1225,ne,2021-01-19,77.646,1839.4528,61
1226,nh,2021-01-19,79.4638,1808.0,35
1227,nj,2021-01-19,78.3492,5783.9979,48
1228,nm,2021-01-19,77.5844,1861.7811,47
1229,nv,2021-01-19,72.9976,2025.2951,72
1230,ny,2021-01-19,75.9936,13485.0009,53
1231,oh,2021-01-19,71.0776,10847.0056,58
1232,ok,2021-01-19,67.7272,3801.7541,49
1233,or,2021-01-19,78.3545,4057.6067,45
1234,pa,2021-01-19,75.5177,11589.0079,72
1235,ri,2021-01-19,82.3449,1094.983,36
1236,sc,2021-01-19,68.0924,5996.0039,77
1237,sd,2021-01-19,74.1322,836.5237,100
1238,tn,2021-01-19,68.0242,5809.7632,68
1239,tx,2021-01-19,71.6345,18404.2629,74
1240,us,2021-01-19,74.3784,268202.3286,91
1241,ut,2021-01-19,78.1972,2644.2606,41
1242,va,2021-01-19,76.4863,8163.7764,71
1243,vt,2021-01-19,82.5782,926.0014,39
1244,wa,2021-01-19,80.7687,6880.9653,100
1245,wi,2021-01-19,75.7062,5273.9718,100
1246,wv,2021-01-19,67.1613,2199.1551,57
1247,wy,2021-01-19,63.7043,568.0147,29
1248,ak,2021-01-20,68.0404,642.0,34
1249,al,2021-01-20,65.3759,4041.1052,61
1250,ar,2021-01-20,67.1714,2729.4972,70
1251,az,2021-01-20,74.2214,5508.9853,75
1252,ca,2021-01-20,80.5734,25075.8625,66
1253,co,2021-01-20,79.6455,4520.8733,51
1254,ct,2021-01-20,82.2399,3825.0,48
1255,dc,2021-01-20,90.5172,405.0,52
1256,de,2021-01-20,76.6395,1097.0073,75
1257,fl,2021-01-20,71.4693,16305.9993,100
1258,ga,2021-01-20,65.2244,6550.9306,65
1259,hi,2021-01-20,78.2723,954.0,52
1260,ia,2021-01-20,75.4806,3454.4781,28
1261,id,2021-01-20,68.0854,1762.3763,51
1262,il,2021-01-20,76.7482,10709.9988,47
1263,in,2021-01-20,69.5211,5762.0006,58
1264,ks,2021-01-20,74.104,2789.1171,51
1265,ky,2021-01-20,69.2672,3900.2153,66
1266,la,2021-01-20,62.4078,3767.5535,32
1267,ma,2021-01-20,84.742,5193.017,17
1268,md,2021-01-20,81.2237,4288.991,53
1269,me,2021-01-20,76.7866,1944.0,57
1270,mi,2021-01-20,73.6362,10466.038,62
1271,mn,2021-01-20,81.117,4175.3008,53
1272,mo,2021-01-20,70.1298,4922.0564,83
1273,ms,2021-01-20,61.5788,2584.1904,53
1274,mt,2021-01-20,71.9234,1234.5286,53
1275,nc,2021-01-20,72.2812,9608.0108,68
1276,nd,2021-01-20,67.5413,656.9828,21
1277,ne,2021-01-20,76.4778,1794.7975,77
1278,nh,2021-01-20,79.9717,1764.0,41
1279,nj,2021-01-20,78.6698,5734.9977,47
1280,nm,2021-01-20,77.5148,1824.8878,52
1281,nv,2021-01-20,72.5685,1986.2893,81
1282,ny,2021-01-20,76.159,13222.001,41
1283,oh,2021-01-20,70.9299,10613.0062,48
1284,ok,2021-01-20,67.2453,3742.7541,26
1285,or,2021-01-20,77.3671,4039.606,45
1286,pa,2021-01-20,75.5958,11413.0076,98
1287,ri,2021-01-20,82.361,1112.983,24
1288,sc,2021-01-20,68.0399,5764.0032,64
1289,sd,2021-01-20,74.4529,813.5633,6
1290,tn,2021-01-20,67.1421,5723.7574,71
1291,tx,2021-01-20,71.626,18113.2704,62
1292,us,2021-01-20,74.2717,262706.8681,80
1293,ut,2021-01-20,77.919,2574.2551,71
1294,va,2021-01-20,76.2689,8032.54,58
1295,vt,2021-01-20,82.7528,889.0013,37
1296,wa,2021-01-20,80.8226,6769.9678,65
1297,wi,2021-01-20,75.6142,5208.9624,80
1298,wv,2021-01-20,66.7074,2127.1054,85
1299,wy,2021-01-20,64.3451,566.9954,41
1300,ak,2021-01-21,68.2504,662.0,34
1301,al,2021-01-21,65.0995,4009.1076,51
1302,ar,2021-01-21,67.7531,2654.7257,76
1303,az,2021-01-21,74.1379,5452.5391,57
1304,ca,2021-01-21,80.5808,24688.9132,71
1305,co,2021-01-21,79.8841,4509.8734,49
1306,ct,2021-01-21,81.9957,3762.0,53
1307,dc,2021-01-21,90.1699,411.0,66
1308,de,2021-01-21,76.9555,1073.0073,56
1309,fl,2021-01-21,71.6245,16077.9993,62
1310,ga,2021-01-21,65.3543,6563.9333,68
1311,hi,2021-01-21,77.7481,936.0,56
1312,ia,2021-01-21,75.1012,3337.6125,50
1313,id,2021-01-21,68.4554,1751.3576,59
1314,il,2021-01-21,76.8603,10480.9984,51
1315,in,2021-01-21,69.6593,5662.9999,50
1316,ks,2021-01-21,74.9922,2756.0302,59
1317,ky,2021-01-21,69.3078,3869.517,70
1318,la,2021-01-21,62.644,3700.3687,29
1319,ma,2021-01-21,84.5142,5207.0145,19
1320,md,2021-01-21,81.3879,4256.991,55
1321,me,2021-01-21,76.4661,1960.0,66
1322,mi,2021-01-21,73.9281,10215.0197,67
1323,mn,2021-01-21,81.0743,4081.2936,51
1324,mo,2021-01-21,70.0696,4872.0352,74
1325,ms,2021-01-21,62.1577,2530.9068,65
1326,mt,2021-01-21,71.6341,1228.352,28
1327,nc,2021-01-21,72.111,9492.0107,77
1328,nd,2021-01-21,68.3368,623.0361,28
1329,ne,2021-01-21,76.862,1729.83,60
1330,nh,2021-01-21,79.447,1753.0,43
1331,nj,2021-01-21,78.7408,5692.9972,54
1332,nm,2021-01-21,77.5113,1771.2416,67
1333,nv,2021-01-21,72.4502,1963.2384,76
1334,ny,2021-01-21,76.3974,13059.0013,36
1335,oh,2021-01-21,71.232,10502.0076,57
1336,ok,2021-01-21,67.2326,3701.8114,34
1337,or,2021-01-21,77.1006,4040.6111,54
1338,pa,2021-01-21,75.4561,11291.0071,94
1339,ri,2021-01-21,81.7051,1083.9855,22
1340,sc,2021-01-21,67.67,5763.0021,72
1341,sd,2021-01-21,75.6205,795.5788,52
1342,tn,2021-01-21,66.4974,5646.467,74
1343,tx,2021-01-21,71.6378,17902.2471,64
1344,us,2021-01-21,74.2735,259379.4556,80
1345,ut,2021-01-21,77.1622,2563.3474,74
1346,va,2021-01-21,75.8383,7825.2996,59
1347,vt,2021-01-21,82.7726,861.0012,52
1348,wa,2021-01-21,80.8986,6775.9636,59
1349,wi,2021-01-21,75.3223,5118.9787,86
1350,wv,2021-01-21,66.5841,2140.2045,57
1351,wy,2021-01-21,63.7856,571.9916,44
1352,ak,2021-01-22,68.7309,653.0,48
1353,al,2021-01-22,64.9921,3971.1067,45
1354,ar,2021-01-22,67.5882,2602.0325,46
1355,az,2021-01-22,74.5089,5382.8313,49
1356,ca,2021-01-22,80.4694,24287.0051,66
1357,co,2021-01-22,79.2673,4510.9062,65
1358,ct,2021-01-22,81.7139,3704.0,48
1359,dc,2021-01-22,89.8718,389.0,71
1360,de,2021-01-22,77.8963,1078.0073,55
1361,fl,2021-01-22,71.2749,15937.9982,88
1362,ga,2021-01-22,65.117,6504.9339,73
1363,hi,2021-01-22,78.1517,935.0,54
1364,ia,2021-01-22,75.3878,3258.5346,91
1365,id,2021-01-22,68.6035,1737.3303,68
1366,il,2021-01-22,76.5683,10328.9987,60
1367,in,2021-01-22,68.8011,5628.9999,40
1368,ks,2021-01-22,74.4771,2771.0303,90
1369,ky,2021-01-22,68.3345,3785.0561,100
1370,la,2021-01-22,62.7168,3667.369,37
1371,ma,2021-01-22,84.1444,5136.0145,22
1372,md,2021-01-22,81.0981,4196.9911,60
1373,me,2021-01-22,76.2312,1928.0,41
1374,mi,2021-01-22,73.3879,10079.0203,84
1375,mn,2021-01-22,80.9826,4077.2395,49
1376,mo,2021-01-22,70.4564,4775.7272,100
1377,ms,2021-01-22,62.8066,2483.6623,42
1378,mt,2021-01-22,71.4681,1267.6478,85
1379,nc,2021-01-22,72.448,9325.0115,78
1380,nd,2021-01-22,68.4229,620.7643,28
1381,ne,2021-01-22,76.5295,1670.81,74
1382,nh,2021-01-22,79.3835,1767.0,100
1383,nj,2021-01-22,79.3325,5676.9972,57
1384,nm,2021-01-22,77.7964,1739.9518,93
1385,nv,2021-01-22,72.4176,1957.2931,86
1386,ny,2021-01-22,76.2976,12907.0009,37
1387,oh,2021-01-22,70.9745,10333.0074,67
1388,ok,2021-01-22,66.8306,3632.8121,28
1389,or,2021-01-22,76.8841,3972.4646,52
1390,pa,2021-01-22,75.4689,11195.0073,83
1391,ri,2021-01-22,81.2153,1076.9855,40
1392,sc,2021-01-22,67.9005,5686.0009,72
1393,sd,2021-01-22,75.234,787.7354,47
1394,tn,2021-01-22,66.6936,5652.9269,63
1395,tx,2021-01-22,71.6939,17782.2456,73
1396,us,2021-01-22,74.183,256438.7585,89
1397,ut,2021-01-22,76.8155,2572.3135,32
1398,va,2021-01-22,76.3253,7700.8491,67
1399,vt,2021-01-22,84.4431,825.0007,37
1400,wa,2021-01-22,80.7049,6707.9625,59
1401,wi,2021-01-22,75.6154,5036.9782,73
1402,wv,2021-01-22,66.3671,2147.2051,70
1403,wy,2021-01-22,63.8605,586.9921,28
1404,ak,2021-01-23,69.4089,625.0,23
1405,al,2021-01-23,65.7122,3894.1103,49
1406,ar,2021-01-23,67.539,2549.1425,41
1407,az,2021-01-23,74.658,5390.8313,51
1408,ca,2021-01-23,80.4832,24052.9903,71
1409,co,2021-01-23,78.702,4456.871,66
1410,ct,2021-01-23,81.7,3652.0,31
1411,dc,2021-01-23,89.2593,404.0,60
1412,de,2021-01-23,77.012,1080.0,63
1413,fl,2021-01-23,70.9856,15947.9986,56
1414,ga,2021-01-23,65.4043,6480.9367,62
1415,hi,2021-01-23,77.868,923.0,35
1416,ia,2021-01-23,75.2256,3213.6158,51
1417,id,2021-01-23,68.1219,1717.3398,37
1418,il,2021-01-23,76.5006,10277.9988,56
1419,in,2021-01-23,68.6917,5570.9994,34
1420,ks,2021-01-23,74.2628,2743.9437,63
1421,ky,2021-01-23,68.3658,3735.0519,41
1422,la,2021-01-23,62.6509,3618.5541,35
1423,ma,2021-01-23,84.1454,5130.014,20
1424,md,2021-01-23,81.3702,4107.9987,45
1425,me,2021-01-23,76.3994,1857.0,58
1426,mi,2021-01-23,73.2439,9950.003,70
1427,mn,2021-01-23,80.7254,4002.2889,49
1428,mo,2021-01-23,70.7455,4746.4096,60
1429,ms,2021-01-23,62.8285,2406.6468,31
1430,mt,2021-01-23,71.6977,1231.4937,31
1431,nc,2021-01-23,72.2553,9080.0098,71
1432,nd,2021-01-23,66.9213,595.8645,39
1433,ne,2021-01-23,76.6543,1649.9039,84
1434,nh,2021-01-23,79.0304,1742.0,38
1435,nj,2021-01-23,79.2824,5614.9972,42
1436,nm,2021-01-23,78.385,1680.9515,83
1437,nv,2021-01-23,72.6828,1950.161,49
1438,ny,2021-01-23,76.3658,12775.0009,32
1439,oh,2021-01-23,70.5937,10308.0076,53
1440,ok,2021-01-23,66.317,3532.869,20
1441,or,2021-01-23,76.8985,3949.6124,50
1442,pa,2021-01-23,75.8167,11203.0074,71
1443,ri,2021-01-23,81.5422,1068.986,28
1444,sc,2021-01-23,68.1794,5563.0014,54
1445,sd,2021-01-23,73.4697,806.6036,22
1446,tn,2021-01-23,66.1392,5586.942,48
1447,tx,2021-01-23,71.4748,17677.2459,72
1448,us,2021-01-23,74.1437,253834.2583,72
1449,ut,2021-01-23,75.8496,2585.3522,41
1450,va,2021-01-23,76.135,7641.3453,62
1451,vt,2021-01-23,85.401,797.0009,68
1452,wa,2021-01-23,81.4326,6566.9615,49
1453,wi,2021-01-23,75.8762,4991.9963,70
1454,wv,2021-01-23,66.5199,2112.2048,54
1455,wy,2021-01-23,64.091,587.9943,60
1456,ak,2021-01-24,69.8664,598.0,23
1457,al,2021-01-24,65.5059,3862.1031,38
1458,ar,2021-01-24,67.3898,2476.1425,85
1459,az,2021-01-24,74.5049,5330.6388,37
1460,ca,2021-01-24,80.4343,23819.1043,57
1461,co,2021-01-24,78.9578,4382.9012,54
1462,ct,2021-01-24,81.8719,3637.0,29
1463,dc,2021-01-24,87.6225,407.0,57
1464,de,2021-01-24,78.6501,1088.0,89
1465,fl,2021-01-24,71.1326,15803.9989,48
1466,ga,2021-01-24,65.6753,6470.9324,47
1467,hi,2021-01-24,78.0226,884.0,31
1468,ia,2021-01-24,75.1717,3222.4528,28
1469,id,2021-01-24,68.6763,1722.3866,24
1470,il,2021-01-24,76.5896,10158.9992,47
1471,in,2021-01-24,68.5064,5515.9997,32
1472,ks,2021-01-24,73.9793,2740.9435,33
1473,ky,2021-01-24,68.3878,3660.7429,50
1474,la,2021-01-24,62.9464,3574.5543,23
1475,ma,2021-01-24,84.1061,5067.0145,13
1476,md,2021-01-24,81.5796,4132.9987,57
1477,me,2021-01-24,76.7587,1847.0,19
1478,mi,2021-01-24,73.4524,9998.0029,53
1479,mn,2021-01-24,80.7517,3997.1922,25
1480,mo,2021-01-24,70.6885,4696.4843,46
1481,ms,2021-01-24,63.3465,2321.9703,19
1482,mt,2021-01-24,71.8425,1255.595,48
1483,nc,2021-01-24,72.2315,8939.0095,57
1484,nd,2021-01-24,67.9968,599.4989,8
1485,ne,2021-01-24,76.4692,1653.8987,36
1486,nh,2021-01-24,79.3811,1728.0,43
1487,nj,2021-01-24,79.6469,5577.9975,38
1488,nm,2021-01-24,78.7381,1816.9191,51
1489,nv,2021-01-24,72.8459,1925.0471,66
1490,ny,2021-01-24,76.1452,12682.0014,35
1491,oh,2021-01-24,70.7734,10214.0072,36
1492,ok,2021-01-24,66.7131,3538.8684,23
1493,or,2021-01-24,76.9338,3907.5028,43
1494,pa,2021-01-24,76.1745,11153.0065,61
1495,ri,2021-01-24,81.6792,1076.9855,15
1496,sc,2021-01-24,68.1475,5435.0023,47
1497,sd,2021-01-24,73.8087,799.0773,14
1498,tn,2021-01-24,66.1473,5586.2519,54
1499,tx,2021-01-24,71.7073,17543.2487,52
1500,us,2021-01-24,74.2625,251833.808,61
1501,ut,2021-01-24,76.1445,2588.5884,27
1502,va,2021-01-24,76.2963,7432.58,53
1503,vt,2021-01-24,84.7882,778.0008,30
1504,wa,2021-01-24,81.6459,6517.9627,41
1505,wi,2021-01-24,76.1252,4997.9967,48
1506,wv,2021-01-24,66.7573,2094.2048,41
1507,wy,2021-01-24,65.7697,575.9937,60
1508,ak,2021-01-25,69.3027,587.0,21
1509,al,2021-01-25,64.6836,3857.1044,46
1510,ar,2021-01-25,68.0631,2446.9561,89
1511,az,2021-01-25,74.9403,5361.6162,51
1512,ca,2021-01-25,80.5371,23431.0791,67
1513,co,2021-01-25,79.1493,4379.8375,74
1514,ct,2021-01-25,81.8607,3530.0,44
1515,dc,2021-01-25,84.4697,395.0,79
1516,de,2021-01-25,78.2065,1075.0073,89
1517,fl,2021-01-25,70.9753,15676.999,59
1518,ga,2021-01-25,65.0915,6399.9309,63
1519,hi,2021-01-25,77.2727,868.0,30
1520,ia,2021-01-25,75.0638,3172.3622,45
1521,id,2021-01-25,70.5182,1738.3242,47
1522,il,2021-01-25,76.4031,10065.9989,100
1523,in,2021-01-25,68.2133,5484.0026,50
1524,ks,2021-01-25,74.4858,2713.0616,43
1525,ky,2021-01-25,68.5408,3638.4321,65
1526,la,2021-01-25,62.3301,3510.7393,28
1527,ma,2021-01-25,84.0832,5022.0165,27
1528,md,2021-01-25,81.3962,4059.991,100
1529,me,2021-01-25,76.8706,1830.0,83
1530,mi,2021-01-25,73.6882,9871.0033,85
1531,mn,2021-01-25,80.8297,4003.3143,61
1532,mo,2021-01-25,70.4856,4640.4835,68
1533,ms,2021-01-25,62.292,2238.7854,60
1534,mt,2021-01-25,72.9706,1225.5535,96
1535,nc,2021-01-25,71.8725,8768.0099,82
1536,nd,2021-01-25,67.9555,571.5319,14
1537,ne,2021-01-25,76.2815,1619.719,62
1538,nh,2021-01-25,79.9713,1744.0,19
1539,nj,2021-01-25,79.5045,5548.9973,53
1540,nm,2021-01-25,79.4125,1960.775,51
1541,nv,2021-01-25,72.2345,1879.0723,56
1542,ny,2021-01-25,76.4478,12518.0014,42
1543,oh,2021-01-25,70.595,10101.0046,67
1544,ok,2021-01-25,66.633,3487.6828,38
1545,or,2021-01-25,77.4437,3920.5094,44
1546,pa,2021-01-25,76.0745,11027.0069,89
1547,ri,2021-01-25,82.4931,1069.9835,28
1548,sc,2021-01-25,68.1429,5249.002,52
1549,sd,2021-01-25,72.3283,785.0735,58
1550,tn,2021-01-25,65.5122,5531.5722,69
1551,tx,2021-01-25,71.6714,17359.4868,76
1552,us,2021-01-25,74.2296,248864.2906,85
1553,ut,2021-01-25,75.7609,2531.8759,67
1554,va,2021-01-25,76.6066,7225.1937,61
1555,vt,2021-01-25,84.9805,768.0007,71
1556,wa,2021-01-25,81.8827,6409.9562,57
1557,wi,2021-01-25,76.217,4928.996,88
1558,wv,2021-01-25,65.9341,2058.254,83
1559,wy,2021-01-25,65.5445,577.9867,53
1560,ak,2021-01-26,67.5893,559.0,59
1561,al,2021-01-26,64.2764,3827.1023,55
1562,ar,2021-01-26,67.5428,2416.9551,71
1563,az,2021-01-26,75.2564,5317.3625,58
1564,ca,2021-01-26,80.7151,23144.471,62
1565,co,2021-01-26,79.1874,4406.7776,79
1566,ct,2021-01-26,82.4879,3508.0,49
1567,dc,2021-01-26,84.1085,386.0,79
1568,de,2021-01-26,78.1455,1072.0073,57
1569,fl,2021-01-26,71.4097,15540.9995,64
1570,ga,2021-01-26,65.1096,6388.9281,83
1571,hi,2021-01-26,76.8927,884.0,82
1572,ia,2021-01-26,74.9774,3149.3887,45
1573,id,2021-01-26,69.4597,1730.4305,57
1574,il,2021-01-26,76.7529,10010.9991,90
1575,in,2021-01-26,68.6287,5410.0035,48
1576,ks,2021-01-26,74.662,2708.0339,71
1577,ky,2021-01-26,68.1514,3553.1175,62
1578,la,2021-01-26,63.1224,3458.739,31
1579,ma,2021-01-26,83.4035,4985.0185,33
1580,md,2021-01-26,81.437,4041.9912,86
1581,me,2021-01-26,77.5603,1864.0,84
1582,mi,2021-01-26,73.7062,9718.0061,86
1583,mn,2021-01-26,80.7965,3996.5715,100
1584,mo,2021-01-26,70.6034,4645.4905,76
1585,ms,2021-01-26,62.7475,2134.6521,53
1586,mt,2021-01-26,73.0408,1223.1296,55
1587,nc,2021-01-26,71.8598,8661.0095,71
1588,nd,2021-01-26,68.1558,557.7663,41
1589,ne,2021-01-26,76.0548,1587.6747,35
1590,nh,2021-01-26,80.3107,1769.0,33
1591,nj,2021-01-26,79.3361,5556.9974,56
1592,nm,2021-01-26,79.1571,2052.1846,64
1593,nv,2021-01-26,72.0845,1876.1094,80
1594,ny,2021-01-26,76.7061,12352.001,48
1595,oh,2021-01-26,70.8342,9937.0053,62
1596,ok,2021-01-26,66.6849,3412.9821,26
1597,or,2021-01-26,77.4885,3954.9743,58
1598,pa,2021-01-26,76.4306,10956.007,90
1599,ri,2021-01-26,83.4798,1024.9815,19
1600,sc,2021-01-26,67.7322,5145.0018,67
1601,sd,2021-01-26,72.4206,794.9508,26
1602,tn,2021-01-26,65.7129,5496.8864,68
1603,tx,2021-01-26,71.7233,17217.2486,93
1604,us,2021-01-26,74.3645,246743.8082,91
1605,ut,2021-01-26,75.6721,2505.7733,44
1606,va,2021-01-26,76.9788,7140.7972,70
1607,vt,2021-01-26,84.9144,758.0004,61
1608,wa,2021-01-26,81.6437,6380.9562,50
1609,wi,2021-01-26,76.6808,4936.9959,84
1610,wv,2021-01-26,66.4825,2026.3033,57
1611,wy,2021-01-26,65.214,561.0261,14
1612,ak,2021-01-27,68.19,557.0,39
1613,al,2021-01-27,64.1324,3820.1047,53
1614,ar,2021-01-27,68.0772,2425.883,77
1615,az,2021-01-27,75.3361,5319.1157,51
1616,ca,2021-01-27,80.944,23016.0794,68
1617,co,2021-01-27,79.2811,4508.7777,80
1618,ct,2021-01-27,82.7088,3495.0,42
1619,dc,2021-01-27,84.3511,392.0,84
1620,de,2021-01-27,78.9547,1099.0073,98
1621,fl,2021-01-27,71.2822,15660.0003,96
1622,ga,2021-01-27,65.437,6463.9314,71
1623,hi,2021-01-27,77.3402,875.0,53
1624,ia,2021-01-27,74.6821,3128.3489,51
1625,id,2021-01-27,69.0869,1735.4318,78
1626,il,2021-01-27,76.8493,10056.999,82
1627,in,2021-01-27,69.5079,5425.0023,45
1628,ks,2021-01-27,74.5542,2724.0635,55
1629,ky,2021-01-27,68.1526,3648.4197,79
1630,la,2021-01-27,62.8589,3490.739,29
1631,ma,2021-01-27,82.9299,4999.0205,50
1632,md,2021-01-27,81.3968,4000.9912,65
1633,me,2021-01-27,77.7045,1894.0,100
1634,mi,2021-01-27,73.9564,9676.9975,74
1635,mn,2021-01-27,80.9347,4020.5991,57
1636,mo,2021-01-27,70.6651,4672.5568,84
1637,ms,2021-01-27,64.0698,2122.0659,51
1638,mt,2021-01-27,72.6904,1222.1299,98
1639,nc,2021-01-27,71.6722,8706.01,56
1640,nd,2021-01-27,68.3742,545.7603,36
1641,ne,2021-01-27,77.4981,1609.5767,57
1642,nh,2021-01-27,80.186,1773.0,67
1643,nj,2021-01-27,79.4888,5534.9977,55
1644,nm,2021-01-27,79.4278,2200.7203,57
1645,nv,2021-01-27,72.9362,1876.0719,65
1646,ny,2021-01-27,77.1448,12436.001,35
1647,oh,2021-01-27,70.9792,10059.0042,66
1648,ok,2021-01-27,66.7629,3417.9824,34
1649,or,2021-01-27,78.576,3952.405,66
1650,pa,2021-01-27,76.465,11057.0074,93
1651,ri,2021-01-27,84.0716,1037.9795,22
1652,sc,2021-01-27,67.8523,5214.002,59
1653,sd,2021-01-27,71.7476,790.06,28
1654,tn,2021-01-27,66.0834,5467.583,78
1655,tx,2021-01-27,71.8993,17243.244,81
1656,us,2021-01-27,74.531,247910.9149,91
1657,ut,2021-01-27,76.3553,2505.4836,72
1658,va,2021-01-27,77.465,7242.4853,76
1659,vt,2021-01-27,85.6675,763.0005,56
1660,wa,2021-01-27,81.4991,6422.9528,56
1661,wi,2021-01-27,76.5619,4993.0049,70
1662,wv,2021-01-27,66.841,2063.3034,73
1663,wy,2021-01-27,65.7897,550.0144,15
1664,ak,2021-01-28,66.2639,537.0,61
1665,al,2021-01-28,64.2709,3804.1071,39
1666,ar,2021-01-28,67.908,2394.8105,71
1667,az,2021-01-28,75.1894,5259.4475,48
1668,ca,2021-01-28,80.9236,22718.9762,63
1669,co,2021-01-28,79.4519,4492.7119,71
1670,ct,2021-01-28,82.8232,3495.0,38
1671,dc,2021-01-28,84.6056,392.0,68
1672,de,2021-01-28,79.0752,1091.0073,57
1673,fl,2021-01-28,71.2754,15719.0009,56
1674,ga,2021-01-28,65.4206,6405.9287,63
1675,hi,2021-01-28,78.5633,883.0,51
1676,ia,2021-01-28,75.3372,3203.3605,44
1677,id,2021-01-28,68.992,1720.4409,64
1678,il,2021-01-28,76.7699,10069.9995,82
1679,in,2021-01-28,69.4547,5373.0017,49
1680,ks,2021-01-28,74.106,2677.1212,67
1681,ky,2021-01-28,67.8402,3653.4345,85
1682,la,2021-01-28,63.049,3432.9236,51
1683,ma,2021-01-28,83.0523,4923.0205,41
1684,md,2021-01-28,81.418,3940.9915,71
1685,me,2021-01-28,78.0796,1858.0,93
1686,mi,2021-01-28,73.5324,9691.9983,81
1687,mn,2021-01-28,81.152,4056.562,45
1688,mo,2021-01-28,71.0001,4636.4213,78
1689,ms,2021-01-28,64.5599,2098.1948,64
1690,mt,2021-01-28,72.0424,1218.8864,45
1691,nc,2021-01-28,72.0026,8548.0102,62
1692,nd,2021-01-28,66.3717,564.1415,14
1693,ne,2021-01-28,77.2759,1646.6457,100
1694,nh,2021-01-28,81.0217,1751.0,42
